# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
1 qid:101211 1:2.3930437862873077 2:0.5092747211456299 3:3.462320566177368 4:10.073967218399048
2 qid:101211 1:3.94937801361084 2:1.0039098262786865 3:5.952120780944824 4:17.013780117034912
1 qid:101211 1:2.6334950923919678 2:0.5592268705368042 3:3.802947998046875 4:11.065056681632996
1 qid:101212 1:5.2832642793655396 2:1.1278108358383179 3:1.3570318222045898 4:5.6628066301345825
1 qid:101212 1:5.540110349655151 2:1.186589241027832 3:1.2851513624191284 4:5.7638221979141235
2 qid:101212 1:4.891189515590668 2:1.0272488594055176 3:1.1372060775756836 4:5.410234868526459
1 qid:101212 1:6.0418360233306885 2:1.3302223682403564 3:1.4588310718536377 4:6.7098634243011475
1 qid:101213 1:2.83805975317955 2:0.6531049013137817 3:1.7071822881698608 4:6.467077314853668
1 qid:101213 1:3.823527455329895 2:1.0976810455322266 3:2.208606243133545 4:8.772113680839539
2 qid:101213 1:4.233042478561401 2:0.9210925698280334 3:6.219474792480469 4:17.19299077987671
1 qid:101213 1:2.762822598218918 2:0.7700116038322449 3:1.6302062273025513 4:5.4342827796936035
2 qid:101214 1:1.2343489676713943 2:0.2995794415473938 3:0.8933653235435486 4:3.7076886892318726
1 qid:101214 1:1.9828704297542572 2:0.44920632243156433 3:1.167646884918213 4:5.286413073539734
1 qid:101214 1:1.2713820040225983 2:0.29899632930755615 3:0.6098934412002563 4:2.7114169895648956
1 qid:101214 1:1.7547304034233093 2:0.47805848717689514 3:1.0994468927383423 4:4.441002190113068
2 qid:101215 1:1.3253231048583984 2:0.28540050983428955 3:0.39108046889305115 4:1.8060845136642456
1 qid:101215 1:1.2913912385702133 2:0.27809348702430725 3:0.3640119135379791 4:1.6330345571041107
1 qid:101215 1:1.3354312032461166 2:0.28757724165916443 3:0.3717239797115326 4:1.667632520198822
1 qid:101215 1:1.3187053799629211 2:0.28397542238235474 3:0.37006717920303345 4:1.6601997017860413
1 qid:101216 1:3.3621503114700317 2:1.205828070640564 3:1.1841412782669067 4:4.317499101161957
2 qid:101216 1:3.4413857460021973 2:1.0555111169815063 3:1.403555989265442 4:5.066972136497498
1 qid:101216 1:3.1761335134506226 2:0.8077936768531799 3:1.1204075813293457 4:4.991636514663696
1 qid:101216 1:3.3621503114700317 2:1.205828070640564 3:1.1841412782669067 4:4.317499101161957
2 qid:101217 1:3.2963196635246277 2:0.7407233119010925 3:1.1652047634124756 4:5.284585237503052
1 qid:101217 1:3.5328598618507385 2:0.8374788761138916 3:1.217628002166748 4:4.152442753314972
1 qid:101217 1:3.0336647629737854 2:0.675095796585083 3:1.2781414985656738 4:5.179232358932495
1 qid:101217 1:3.3757435083389282 2:0.7356120347976685 3:1.138864278793335 4:5.472447037696838
1 qid:101218 1:2.338143765926361 2:0.5645667910575867 3:0.8265650272369385 4:3.8071943521499634
1 qid:101218 1:2.2039234042167664 2:0.46234259009361267 3:1.281203031539917 4:5.188163578510284
1 qid:101218 1:2.100849896669388 2:0.4568222165107727 3:1.2778822183609009 4:4.920177400112152
2 qid:101218 1:1.2102265655994415 2:0.2827174961566925 3:0.43530675768852234 4:2.144311010837555
1 qid:101219 1:2.600320726633072 2:0.5744125247001648 3:1.2642157077789307 4:5.37626838684082
2 qid:101219 1:1.4587433636188507 2:0.30074307322502136 3:1.3426058292388916 4:4.390713810920715
1 qid:101219 1:1.8006480932235718 2:0.46778345108032227 3:0.9713919162750244 4:3.0783113837242126
1 qid:101219 1:1.6606610119342804 2:0.37448403239250183 3:1.2216134071350098 4:3.5881709456443787
1 qid:101220 1:5.344547748565674 2:1.2817286252975464 3:1.6917377710342407 4:7.808572888374329
1 qid:101220 1:4.973439395427704 2:1.1850064992904663 3:1.6917229890823364 4:7.7131108045578
1 qid:101220 1:5.00458836555481 2:1.2609851360321045 3:1.779181718826294 4:8.072653532028198
2 qid:101220 1:4.433645844459534 2:1.1028523445129395 3:2.240732192993164 4:8.529119610786438
2 qid:101221 1:2.179155945777893 2:0.5543437600135803 3:0.8820450305938721 4:3.465141534805298
1 qid:101221 1:1.5790114402770996 2:0.3738742470741272 3:0.4012945890426636 4:1.7137692868709564
1 qid:101221 1:1.8783957660198212 2:0.5102332830429077 3:0.7526660561561584 4:3.1329240798950195
1 qid:101221 1:1.7436350584030151 2:0.47705620527267456 3:0.43566393852233887 4:1.9957806169986725
1 qid:101222 1:3.5891470909118652 2:0.964043915271759 3:1.1862492561340332 4:5.782730937004089
1 qid:101222 1:3.2028413116931915 2:0.9083817005157471 3:1.1733835935592651 4:5.720013856887817
2 qid:101222 1:3.356740564107895 2:0.9046362042427063 3:1.182209849357605 4:5.763039231300354
1 qid:101222 1:3.1850574910640717 2:0.8864175081253052 3:1.1600135564804077 4:5.654836893081665
1 qid:101223 1:6.292244791984558 2:1.3533393144607544 3:2.029489517211914 4:10.14744758605957
1 qid:101223 1:8.001711368560791 2:1.7162007093429565 3:3.2696266174316406 4:13.905906677246094
1 qid:101223 1:6.839937090873718 2:1.6458640098571777 3:2.5670325756073 4:12.627860069274902
2 qid:101223 1:5.070851981639862 2:1.093248724937439 3:1.797809362411499 4:8.839860916137695
2 qid:101224 1:2.220754712820053 2:0.46009930968284607 3:2.5021426677703857 4:7.698168039321899
1 qid:101224 1:2.8728926479816437 2:0.6750444173812866 3:1.4895588159561157 4:4.7666624784469604
1 qid:101224 1:2.915313422679901 2:0.7123920321464539 3:0.8851145505905151 4:4.121655285358429
1 qid:101224 1:2.409030854701996 2:0.6379289627075195 3:1.1134587526321411 4:4.808589279651642
1 qid:101225 1:1.529454082250595 2:0.4079647362232208 3:0.7298255562782288 4:2.8196176886558533
2 qid:101225 1:1.5840397477149963 2:0.3499894440174103 3:0.807386577129364 4:3.1325846314430237
1 qid:101225 1:1.1933019906282425 2:0.2960495054721832 3:0.7137900590896606 4:2.757665991783142
1 qid:101225 1:1.1286459267139435 2:0.27906617522239685 3:0.7170541286468506 4:2.931560218334198
1 qid:101226 1:1.8069837093353271 2:0.5120459198951721 3:0.5824843049049377 4:2.908022701740265
1 qid:101226 1:1.8635739386081696 2:0.5250284671783447 3:0.599157989025116 4:2.991264760494232
1 qid:101226 1:2.1150707602500916 2:0.5914783477783203 3:0.6045527458190918 4:3.018198013305664
2 qid:101226 1:2.18175408244133 2:0.6370381116867065 3:0.6022282838821411 4:3.006593346595764
1 qid:101227 1:1.7464185059070587 2:0.42275819182395935 3:0.8340751528739929 4:3.2848777770996094
1 qid:101227 1:1.8536134660243988 2:0.42538657784461975 3:0.6432955861091614 4:2.8335155844688416
2 qid:101227 1:1.2577932924032211 2:0.2942297160625458 3:0.54449462890625 4:2.208869695663452
1 qid:101227 1:1.18971286714077 2:0.2595498263835907 3:0.5657833814620972 4:2.3243806064128876
1 qid:101228 1:3.3812111020088196 2:0.7465392351150513 3:2.8074798583984375 4:11.259188413619995
1 qid:101228 1:4.755314409732819 2:1.0170127153396606 3:2.670961618423462 4:8.603187561035156
1 qid:101228 1:7.00672721862793 2:1.6565481424331665 3:2.6887476444244385 4:8.541373610496521
2 qid:101228 1:6.334746479988098 2:1.3760079145431519 3:4.372520923614502 4:14.151349544525146
1 qid:101229 1:2.6569404304027557 2:1.09651780128479 3:0.6237736940383911 4:2.9706192016601562
2 qid:101229 1:2.703326791524887 2:1.1316114664077759 3:0.6237093210220337 4:2.9703126549720764
1 qid:101229 1:2.726398229598999 2:1.1152302026748657 3:0.8375985026359558 4:3.2347296476364136
1 qid:101229 1:2.523216277360916 2:0.9780175089836121 3:0.625896692276001 4:2.980729639530182
1 qid:101230 1:1.8795386254787445 2:0.45348215103149414 3:5.60903263092041 4:9.122718632221222
2 qid:101230 1:2.058782249689102 2:0.4559530019760132 3:6.260598659515381 4:10.079867243766785
1 qid:101230 1:1.8579995036125183 2:0.4480487108230591 3:5.551387310028076 4:9.028962194919586
1 qid:101230 1:1.8794962763786316 2:0.45295318961143494 3:5.61140775680542 4:9.126581728458405
2 qid:101231 1:1.9243528246879578 2:0.4543416202068329 3:1.561835527420044 4:3.8309919834136963
1 qid:101231 1:2.3433010578155518 2:0.6165494918823242 3:1.5882378816604614 4:3.8957537412643433
1 qid:101231 1:2.1470083594322205 2:0.6441938877105713 3:1.5887988805770874 4:3.897129774093628
1 qid:101231 1:1.904995620250702 2:0.44977131485939026 3:1.533192753791809 4:3.7607348561286926
1 qid:101232 1:5.11833393573761 2:1.1826975345611572 3:2.895193099975586 4:13.385697364807129
1 qid:101232 1:5.191042959690094 2:1.1832469701766968 3:2.750967502593994 4:12.602257013320923
1 qid:101232 1:5.478133201599121 2:1.2060766220092773 3:2.796614408493042 4:12.811366081237793
2 qid:101232 1:6.8925169706344604 2:1.756786823272705 3:3.6053481101989746 4:16.818561553955078
1 qid:101233 1:2.5186173915863037 2:0.5850857496261597 3:0.6422885656356812 4:2.6547253131866455
1 qid:101233 1:2.522387832403183 2:0.5859615802764893 3:0.6437572836875916 4:2.6607959270477295
2 qid:101233 1:2.507818251848221 2:0.56982421875 3:0.6169837713241577 4:2.5501349568367004
1 qid:101233 1:2.3469534516334534 2:0.5452075004577637 3:0.607422947883606 4:2.5106177926063538
1 qid:101234 1:2.1637770533561707 2:0.4724792540073395 3:0.6776964664459229 4:2.8236823678016663
1 qid:101234 1:2.5377987921237946 2:0.5993412733078003 3:0.8926137685775757 4:3.1526588201522827
1 qid:101234 1:2.280248612165451 2:0.5428363680839539 3:0.689764678478241 4:2.8739657402038574
2 qid:101234 1:2.6096739768981934 2:0.5655108094215393 3:0.8039340972900391 4:3.0558808147907257
1 qid:101235 1:1.2777666300535202 2:0.3763020932674408 3:0.4736313223838806 4:1.9819713830947876
1 qid:101235 1:1.3511705547571182 2:0.3915601372718811 3:0.4865865111351013 4:2.0361839830875397
1 qid:101235 1:1.6022265255451202 2:0.39282625913619995 3:0.6280848979949951 4:2.3341528177261353
2 qid:101235 1:1.745989590883255 2:0.45868349075317383 3:0.5425716638565063 4:2.1257610619068146
2 qid:101236 1:1.8410960137844086 2:0.39147642254829407 3:6.209946632385254 4:9.21869695186615
1 qid:101236 1:2.778783619403839 2:0.6396650075912476 3:4.162877559661865 4:8.386277675628662
1 qid:101236 1:1.8739166557788849 2:0.4217601716518402 3:3.3451130390167236 4:6.126727759838104
1 qid:101236 1:1.820261687040329 2:0.40789908170700073 3:4.107659816741943 4:7.434599220752716
1 qid:101237 1:5.563412308692932 2:1.2352408170700073 3:1.3779550790786743 4:6.5099101066589355
1 qid:101237 1:4.827412843704224 2:0.9989703893661499 3:1.1569619178771973 4:5.731775760650635
2 qid:101237 1:7.15885066986084 2:1.532161831855774 3:1.6782149076461792 4:7.961278319358826
1 qid:101237 1:6.395313262939453 2:1.3990682363510132 3:1.2785454988479614 4:6.131062388420105
1 qid:101238 1:1.4940052032470703 2:0.3588665723800659 3:0.6931795477867126 4:2.9353984594345093
2 qid:101238 1:1.6619078516960144 2:0.3923737704753876 3:0.7404210567474365 4:2.9822866916656494
1 qid:101238 1:1.7487939298152924 2:0.35698890686035156 3:0.6721754670143127 4:2.8704976737499237
1 qid:101238 1:1.2131653130054474 2:0.3269323408603668 3:0.6499061584472656 4:2.9670499563217163
1 qid:101239 1:2.9218996167182922 2:0.6483226418495178 3:1.3106141090393066 4:5.4311540722846985
2 qid:101239 1:3.2182438373565674 2:0.7128103375434875 3:1.732346773147583 4:7.066744804382324
1 qid:101239 1:3.04306697845459 2:0.7121208906173706 3:1.6913703680038452 4:6.873269438743591
1 qid:101239 1:2.336110472679138 2:0.4904872477054596 3:1.3644344806671143 4:5.654184281826019
2 qid:101240 1:3.257389545440674 2:0.7735649347305298 3:1.489876389503479 4:6.77530562877655
1 qid:101240 1:2.564192920923233 2:0.5514423251152039 3:1.2385165691375732 4:5.544362783432007
1 qid:101240 1:2.4381803572177887 2:0.5513583421707153 3:1.2364857196807861 4:5.535271883010864
1 qid:101240 1:2.489206165075302 2:0.6117653250694275 3:1.1021349430084229 4:4.983353078365326
1 qid:101241 1:5.12330174446106 2:1.1369874477386475 3:1.3980662822723389 4:6.222738981246948
1 qid:101241 1:4.943672358989716 2:1.0971232652664185 3:1.3888604640960693 4:6.181764364242554
2 qid:101241 1:5.247437238693237 2:1.1201703548431396 3:1.6216565370559692 4:7.050490498542786
1 qid:101241 1:5.957492709159851 2:1.3390727043151855 3:1.4298176765441895 4:6.364063620567322
1 qid:101242 1:8.356411099433899 2:1.9850229024887085 3:4.150810241699219 4:14.674270153045654
2 qid:101242 1:8.252790927886963 2:1.955253005027771 3:4.680497646331787 4:16.9852135181427
1 qid:101242 1:6.919311165809631 2:1.612525463104248 3:4.069960594177246 4:14.539404392242432
1 qid:101242 1:6.919311165809631 2:1.612525463104248 3:4.067009925842285 4:15.061401844024658
1 qid:101243 1:7.202291131019592 2:1.5069177150726318 3:2.789367437362671 4:13.094848155975342
2 qid:101243 1:7.663845777511597 2:1.9873679876327515 3:3.3348917961120605 4:14.00634241104126
1 qid:101243 1:6.3415786027908325 2:1.4136497974395752 3:2.754481792449951 4:12.823990821838379
1 qid:101243 1:6.667626142501831 2:1.4353291988372803 3:3.3345448970794678 4:14.881977319717407
2 qid:101244 1:1.8808329701423645 2:0.38487476110458374 3:0.9563181400299072 4:4.410592794418335
1 qid:101244 1:2.579933762550354 2:0.6329710483551025 3:0.9091049432754517 4:4.2218127846717834
1 qid:101244 1:2.2864165008068085 2:0.483465313911438 3:0.9542933106422424 4:4.40125435590744
1 qid:101244 1:2.702987790107727 2:0.5984426736831665 3:1.1455299854278564 4:4.52747642993927
1 qid:101245 1:1.2388751655817032 2:0.3211783170700073 3:0.5524576902389526 4:1.7800300419330597
1 qid:101245 1:1.1441244930028915 2:0.2906554043292999 3:0.6615487933158875 4:2.447053849697113
1 qid:101245 1:1.05908665060997 2:0.24981097877025604 3:0.29384157061576843 4:1.3485881388187408
2 qid:101245 1:0.960232675075531 2:0.20125865936279297 3:0.2906431257724762 4:1.3781304061412811
1 qid:101246 1:1.2074573785066605 2:0.26093634963035583 3:0.8478511571884155 4:2.634815752506256
2 qid:101246 1:1.38904869556427 2:0.3156266212463379 3:0.730910062789917 4:2.990097165107727
1 qid:101246 1:1.1223445534706116 2:0.2578727900981903 3:0.5020573139190674 4:1.9585895836353302
1 qid:101246 1:1.161577582359314 2:0.2763567566871643 3:0.45722290873527527 4:1.7836849093437195
2 qid:101247 1:6.116200804710388 2:1.343125581741333 3:3.2775607109069824 4:11.861271023750305
1 qid:101247 1:4.134003043174744 2:0.857576847076416 3:2.204035758972168 4:8.330202102661133
1 qid:101247 1:4.760275065898895 2:0.979011595249176 3:2.380610466003418 4:8.997569680213928
1 qid:101247 1:4.24629533290863 2:0.9486899375915527 3:2.074519634246826 4:7.84069299697876
1 qid:101248 1:3.593227505683899 2:0.8792065978050232 3:1.486050009727478 4:6.712654232978821
1 qid:101248 1:4.203053832054138 2:0.9725344777107239 3:2.427515983581543 4:11.333582401275635
2 qid:101248 1:5.4989102482795715 2:1.526284098625183 3:1.3857910633087158 4:6.760810613632202
1 qid:101248 1:3.7526456117630005 2:0.9584139585494995 3:1.4208990335464478 4:6.924986362457275
2 qid:101249 1:3.3662537932395935 2:0.7313513159751892 3:1.820813536643982 4:6.6579508781433105
1 qid:101249 1:3.3747522830963135 2:0.7314860224723816 3:1.9653050899505615 4:7.186295866966248
1 qid:101249 1:3.1668976545333862 2:0.6864330172538757 3:1.8885400295257568 4:6.905597925186157
1 qid:101249 1:3.298959493637085 2:0.7114798426628113 3:1.9402859210968018 4:7.0948110818862915
1 qid:101250 1:1.429664433002472 2:0.3147650957107544 3:0.35826730728149414 4:1.5682437121868134
2 qid:101250 1:1.345368504524231 2:0.2797033190727234 3:0.361112505197525 4:1.543624997138977
1 qid:101250 1:1.4203757643699646 2:0.29515042901039124 3:0.4591568410396576 4:1.8080502450466156
1 qid:101250 1:1.5830265879631042 2:0.33265963196754456 3:0.7421200275421143 4:2.9582502841949463
2 qid:101251 1:6.444809198379517 2:1.3619219064712524 3:2.514841318130493 4:10.210288047790527
1 qid:101251 1:6.432648539543152 2:1.3332847356796265 3:1.7694759368896484 4:7.21035635471344
1 qid:101251 1:4.584458231925964 2:0.9653987884521484 3:1.7973942756652832 4:7.324119567871094
1 qid:101251 1:6.661624908447266 2:1.3982558250427246 3:1.6433831453323364 4:7.9287532567977905
1 qid:101252 1:4.577465981245041 2:1.309485673904419 3:3.4470181465148926 4:9.255372524261475
1 qid:101252 1:4.2109150886535645 2:1.4677236080169678 3:3.944688081741333 4:10.833944320678711
1 qid:101252 1:2.716240644454956 2:0.7604085206985474 3:3.972799301147461 4:10.667115092277527
2 qid:101252 1:4.577062159776688 2:1.284346103668213 3:5.125755786895752 4:14.010207176208496
1 qid:101253 1:1.5979990661144257 2:0.357033371925354 3:0.5945978760719299 4:2.5978294610977173
1 qid:101253 1:1.6879874765872955 2:0.38151729106903076 3:0.5765188932418823 4:2.5188414454460144
2 qid:101253 1:1.3085588365793228 2:0.308014452457428 3:0.4476659893989563 4:2.1326032876968384
1 qid:101253 1:1.4360160827636719 2:0.3109130859375 3:0.5248228907585144 4:2.292978912591934
1 qid:101254 1:2.77154004573822 2:0.6078950762748718 3:1.0909922122955322 4:4.4623748660087585
1 qid:101254 1:3.4879533648490906 2:0.9207813739776611 3:2.4569430351257324 4:8.468000173568726
1 qid:101254 1:2.0664645731449127 2:0.4136911928653717 3:1.1281640529632568 4:4.5524943470954895
2 qid:101254 1:2.4485193490982056 2:0.5802997350692749 3:1.3033751249313354 4:5.299282491207123
1 qid:101255 1:3.5649078488349915 2:0.9928357601165771 3:2.2613649368286133 4:10.164183616638184
1 qid:101255 1:5.6980814933776855 2:1.4316606521606445 3:1.5785166025161743 4:7.301999568939209
2 qid:101255 1:3.760660231113434 2:0.7829160690307617 3:1.2129374742507935 4:5.193662106990814
1 qid:101255 1:4.356584072113037 2:0.9665502905845642 3:2.2410998344421387 4:8.748688101768494
1 qid:101256 1:1.8021247684955597 2:0.4041181802749634 3:0.7015036344528198 4:2.6871377825737
1 qid:101256 1:1.2831235527992249 2:0.2622992992401123 3:0.5088496208190918 4:2.1615759432315826
2 qid:101256 1:1.0318287163972855 2:0.23586449027061462 3:0.7939897179603577 4:3.6115676760673523
1 qid:101256 1:1.4122714698314667 2:0.30924826860427856 3:0.6468408107757568 4:3.03578120470047
2 qid:101257 1:4.130705833435059 2:0.902744472026825 3:0.8818137049674988 4:4.207094609737396
1 qid:101257 1:3.564681887626648 2:0.7335631251335144 3:0.7875935435295105 4:3.3717821836471558
1 qid:101257 1:3.778946042060852 2:0.8031210899353027 3:0.8054534792900085 4:3.3126754760742188
1 qid:101257 1:3.452629864215851 2:0.7263172268867493 3:0.6871823072433472 4:2.9381237626075745
1 qid:101258 1:4.607011556625366 2:1.4488247632980347 3:1.6770249605178833 4:6.836319446563721
1 qid:101258 1:4.276849865913391 2:1.3756999969482422 3:1.5884822607040405 4:6.47537887096405
2 qid:101258 1:5.008038938045502 2:1.4330707788467407 3:1.4773675203323364 4:6.821039795875549
1 qid:101258 1:4.67355889081955 2:1.3082352876663208 3:1.4954991340637207 4:6.431416153907776
1 qid:101259 1:3.3532872200012207 2:0.9240196943283081 3:1.3514539003372192 4:5.522241950035095
2 qid:101259 1:3.1707707047462463 2:0.7571477293968201 3:1.349501371383667 4:5.672494351863861
1 qid:101259 1:2.4955362379550934 2:0.5766158103942871 3:1.3837858438491821 4:5.654355406761169
1 qid:101259 1:2.519523561000824 2:0.5821582674980164 3:1.397797703742981 4:5.711609721183777
2 qid:101260 1:3.044470489025116 2:0.6891332268714905 3:0.9696528315544128 4:4.400599420070648
1 qid:101260 1:1.681995302438736 2:0.3453367352485657 3:1.1963237524032593 4:3.761063516139984
1 qid:101260 1:2.5980265736579895 2:0.6747375726699829 3:0.919529139995575 4:4.167249262332916
1 qid:101260 1:2.157342344522476 2:0.5146927833557129 3:0.9511542320251465 4:3.823789596557617
1 qid:101261 1:3.078281044960022 2:0.9225403070449829 3:2.32918643951416 4:9.225408554077148
1 qid:101261 1:3.273378610610962 2:1.0991626977920532 3:2.820723533630371 4:9.079135298728943
2 qid:101261 1:3.5058279931545258 2:1.308043360710144 3:4.477149963378906 4:16.921721696853638
1 qid:101261 1:3.1913456320762634 2:0.7025521397590637 3:1.8866184949874878 4:7.798489451408386
1 qid:101262 1:2.7145422101020813 2:0.6564289331436157 3:0.6055498719215393 4:2.822703242301941
2 qid:101262 1:2.0565108954906464 2:0.48962438106536865 3:0.581301748752594 4:2.4823378324508667
1 qid:101262 1:2.2651127576828003 2:0.5143438577651978 3:0.41666364669799805 4:2.03721284866333
1 qid:101262 1:2.0076636970043182 2:0.5167104601860046 3:0.4320712983608246 4:2.1026001274585724
1 qid:101263 1:6.12264096736908 2:1.5312514305114746 3:3.256747007369995 4:12.78490662574768
1 qid:101263 1:6.98388946056366 2:1.7681812047958374 3:3.2075998783111572 4:12.403295874595642
1 qid:101263 1:5.208974659442902 2:1.1615631580352783 3:2.3081862926483154 4:9.335285067558289
2 qid:101263 1:7.071496486663818 2:1.748049020767212 3:3.8376049995422363 4:14.905685901641846
1 qid:101264 1:2.0653378069400787 2:0.46010273694992065 3:1.6577491760253906 4:4.817736387252808
1 qid:101264 1:2.126149505376816 2:0.46353650093078613 3:1.646313190460205 4:4.8635852336883545
2 qid:101264 1:1.8552590310573578 2:0.4133928716182709 3:1.6460105180740356 4:5.150710463523865
1 qid:101264 1:1.95352303981781 2:0.4338091015815735 3:1.6148362159729004 4:4.680339157581329
2 qid:101265 1:1.6734156906604767 2:0.5469536781311035 3:0.532196581363678 4:2.1740081012248993
1 qid:101265 1:1.7309294044971466 2:0.505939245223999 3:0.6024954915046692 4:2.330597549676895
1 qid:101265 1:1.4873288422822952 2:0.4054158329963684 3:0.534005343914032 4:2.065661132335663
1 qid:101265 1:1.4649903923273087 2:0.4399149715900421 3:0.5088298320770264 4:1.9704883992671967
1 qid:101266 1:3.1754005551338196 2:0.6649485230445862 3:1.105792760848999 4:5.3356486558914185
1 qid:101266 1:2.4409841001033783 2:0.4990731179714203 3:1.10811448097229 4:4.123978614807129
2 qid:101266 1:3.0430301427841187 2:0.6856348514556885 3:1.7904771566390991 4:6.432604908943176
1 qid:101266 1:2.612085610628128 2:0.5780109167098999 3:1.1418229341506958 4:4.744360685348511
1 qid:101267 1:2.3363750278949738 2:0.5942391157150269 3:1.6959589719772339 4:5.627671957015991
1 qid:101267 1:1.841374546289444 2:0.4113571345806122 3:1.1646088361740112 4:4.807099282741547
1 qid:101267 1:1.669729620218277 2:0.3659277856349945 3:1.0444958209991455 4:4.803987145423889
2 qid:101267 1:2.863297939300537 2:0.6310400366783142 3:0.8748196363449097 4:3.892039120197296
2 qid:101268 1:3.2620999813079834 2:0.7089110612869263 3:1.6536701917648315 4:6.52089250087738
1 qid:101268 1:3.9479601979255676 2:0.9126861691474915 3:1.4951660633087158 4:6.685581088066101
1 qid:101268 1:4.206510484218597 2:1.0768465995788574 3:1.31656014919281 4:5.996780037879944
1 qid:101268 1:3.4468411207199097 2:0.8364506959915161 3:2.0228474140167236 4:8.003614783287048
1 qid:101269 1:1.3670063614845276 2:0.3136911392211914 3:0.5242458581924438 4:2.349597930908203
1 qid:101269 1:1.1431864947080612 2:0.263592928647995 3:0.40671148896217346 4:1.866589069366455
2 qid:101269 1:1.2052767425775528 2:0.2791072726249695 3:0.5209566950798035 4:2.0932653546333313
1 qid:101269 1:1.4034662395715714 2:0.3688572943210602 3:0.4519045948982239 4:2.056088298559189
2 qid:101270 1:3.513880431652069 2:0.8805201053619385 3:1.7464208602905273 4:6.16184401512146
1 qid:101270 1:3.035071760416031 2:0.9280062317848206 3:0.6779993772506714 4:2.9898914098739624
1 qid:101270 1:1.488656759262085 2:0.3192993104457855 3:0.5235911011695862 4:2.0959066450595856
1 qid:101270 1:1.9177890419960022 2:0.5004135370254517 3:0.6661472320556641 4:2.0179578363895416
1 qid:101271 1:1.1178085803985596 2:0.2733510732650757 3:0.42412152886390686 4:1.9255513548851013
1 qid:101271 1:1.0978102535009384 2:0.2556886076927185 3:0.40674811601638794 4:1.869992434978485
1 qid:101271 1:1.356852650642395 2:0.27855008840560913 3:0.48976022005081177 4:2.082717925310135
2 qid:101271 1:1.3193358778953552 2:0.2837698757648468 3:0.4546262323856354 4:2.1787265241146088
1 qid:101272 1:2.2314468324184418 2:0.5052197575569153 3:1.3374603986740112 4:5.018240690231323
1 qid:101272 1:2.644252985715866 2:0.6111481785774231 3:1.417736291885376 4:5.269066631793976
1 qid:101272 1:2.374736398458481 2:0.5165622234344482 3:1.4913010597229004 4:5.624491751194
2 qid:101272 1:2.6526001691818237 2:0.5776736736297607 3:1.38426673412323 4:5.419734299182892
1 qid:101273 1:3.4755364656448364 2:0.7972285747528076 3:1.5972179174423218 4:7.148854732513428
1 qid:101273 1:3.9235493540763855 2:1.0305529832839966 3:2.317366123199463 4:8.385114431381226
1 qid:101273 1:4.432256460189819 2:1.1808634996414185 3:1.5982269048690796 4:7.493085980415344
2 qid:101273 1:3.0450624227523804 2:0.6812190413475037 3:2.4444727897644043 4:8.954006552696228
2 qid:101274 1:2.761864721775055 2:0.7071530818939209 3:1.447563886642456 4:5.363852441310883
1 qid:101274 1:2.0906298458576202 2:0.5195923447608948 3:1.2516456842422485 4:4.223310798406601
1 qid:101274 1:2.6175683736801147 2:0.6047365069389343 3:1.458669662475586 4:5.278750061988831
1 qid:101274 1:2.1068316996097565 2:0.5667641162872314 3:1.1434779167175293 4:3.933100998401642
1 qid:101275 1:3.6077547669410706 2:0.9961926937103271 3:2.599731683731079 4:11.259728789329529
1 qid:101275 1:3.5736163854599 2:0.9873086214065552 3:2.5760879516601562 4:11.135055780410767
2 qid:101275 1:5.3390491008758545 2:1.6240453720092773 3:3.0757298469543457 4:12.857603311538696
1 qid:101275 1:3.3190211057662964 2:0.7768329977989197 3:2.126694440841675 4:9.354272603988647
1 qid:101276 1:4.9187005162239075 2:1.1628005504608154 3:3.048891544342041 4:12.790191173553467
2 qid:101276 1:4.849269449710846 2:1.1423778533935547 3:2.9195973873138428 4:12.082435369491577
1 qid:101276 1:4.6098214983940125 2:1.1178390979766846 3:2.8603458404541016 4:13.206483840942383
1 qid:101276 1:4.4339781403541565 2:1.0751986503601074 3:3.377842426300049 4:13.75393533706665
1 qid:101277 1:3.0801730155944824 2:0.645764172077179 3:1.0319793224334717 4:3.6895671486854553
2 qid:101277 1:3.0780906081199646 2:0.6545242071151733 3:1.0361677408218384 4:3.8102157711982727
1 qid:101277 1:2.828890025615692 2:0.6700853705406189 3:1.0959059000015259 4:3.3215872943401337
1 qid:101277 1:3.0542226135730743 2:0.7384552955627441 3:0.9766070246696472 4:3.168525457382202
1 qid:101278 1:5.91312313079834 2:1.3060024976730347 3:2.4079418182373047 4:9.478659272193909
1 qid:101278 1:4.307634949684143 2:0.9270095229148865 3:1.7655025720596313 4:7.154194712638855
1 qid:101278 1:5.830293893814087 2:1.377529501914978 3:2.0009679794311523 4:8.046337604522705
2 qid:101278 1:4.813783884048462 2:1.0328855514526367 3:1.5349605083465576 4:6.205419898033142
1 qid:101279 1:3.062535285949707 2:0.8010528087615967 3:1.8732279539108276 4:6.891676425933838
2 qid:101279 1:4.291834712028503 2:1.047776460647583 3:1.974042296409607 4:7.615087270736694
1 qid:101279 1:3.5775431990623474 2:0.7478619813919067 3:1.8432573080062866 4:6.781413316726685
1 qid:101279 1:2.695676624774933 2:0.6117238402366638 3:1.859843134880066 4:6.967065095901489
1 qid:101280 1:4.454133152961731 2:1.1381042003631592 3:1.7393932342529297 4:7.59389340877533
